,naive_bayes,decision_tree,knn,random_forest,svm
1739,False,False,False,False,False
1740,False,False,False,False,False
1741,False,True,True,True,False
1742,False,True,True,True,False
1743,False,False,False,False,False
1744,False,False,True,False,False
1745,False,True,True,True,False
1746,False,False,False,False,False
1747,False,False,False,False,False
1748,False,True,True,True,False
1749,False,True,False,True,False
1750,False,True,True,True,False
1751,False,False,False,False,False
1752,False,True,False,True,False
1753,False,True,True,True,False
1754,False,True,True,True,False
1755,False,True,True,True,False
1756,False,False,False,False,False
1757,False,False,False,False,False
1758,False,False,False,False,False
1759,False,False,False,False,False
1760,False,False,False,False,False
1761,False,True,False,True,False
1762,False,True,True,True,False
1763,False,False,False,False,False
1764,False,True,False,True,False
1765,False,False,False,False,False
1766,False,True,False,False,False
1767,False,False,False,False,False
1768,False,True,False,False,False
1769,False,True,True,True,False
1770,False,True,False,True,False
1771,False,False,False,False,False
1772,False,False,False,False,False
1773,False,False,False,False,False
1774,False,True,True,True,False
1775,False,True,False,True,False
1776,False,True,False,True,False
1777,False,False,False,False,False
1778,False,True,True,True,False
1779,False,True,True,True,False
1780,False,True,True,True,False
1781,False,False,False,False,False
1782,False,False,False,False,False
1783,False,False,False,False,False
1784,False,True,True,True,False
1785,False,False,False,True,False
1786,False,False,False,False,False
1787,False,False,False,False,False
1788,False,False,True,False,False
1789,False,False,False,False,False
1790,False,True,True,True,False
1791,False,False,False,False,False
1792,False,False,True,True,False
1793,False,True,False,True,False
1794,False,True,False,True,False
1795,False,False,True,False,False
1796,False,False,False,False,False
1797,False,True,True,True,False
1798,False,False,False,False,False
1799,False,True,True,True,False
1800,False,False,True,False,False
1801,False,False,True,False,False
1802,False,False,False,False,False
1803,False,False,True,False,False
1804,False,False,False,True,False
1805,False,False,False,False,False
1806,False,False,True,False,False
1807,False,False,False,False,False
1808,False,False,False,True,False
1809,False,False,False,False,False
1810,False,True,False,True,False
1811,False,False,True,False,False
1812,False,True,True,True,False
1813,False,True,True,True,False
1814,False,False,False,False,False
1815,False,False,False,False,False
1816,False,False,False,False,False
1817,False,False,True,False,False
1818,False,False,False,False,False
1819,False,False,True,False,False
1820,False,False,False,False,False
1821,False,False,False,False,False
1822,False,False,False,False,False
1823,False,False,False,False,False
1824,False,False,False,False,False
1825,False,False,False,False,False
1826,False,False,False,False,False
1827,False,False,False,False,False
1828,False,False,False,False,False
1829,False,False,False,False,False
1830,False,False,True,False,False
1831,False,False,True,False,False
1832,False,False,False,False,False
1833,False,False,True,False,False
1834,False,False,True,False,False
1835,False,False,False,False,False
1836,False,False,False,False,False
1837,False,False,True,False,False
1838,False,False,False,False,False
1839,False,False,False,False,False
1840,False,True,False,False,False
1841,False,False,False,False,False
1842,False,False,False,False,False
1843,False,False,False,False,False
1844,False,False,False,False,False
1845,False,False,True,False,False
1846,False,False,True,False,False
1847,False,False,True,False,False
1848,False,False,False,False,False
1849,False,False,False,False,False
1850,False,True,False,True,False
1851,False,False,False,True,False
1852,False,False,False,True,False
1853,False,False,False,False,False
1854,False,False,True,True,False
1855,False,False,False,False,False
1856,False,True,True,True,False
1857,False,True,True,True,False
1858,False,True,False,False,False
1859,False,False,False,False,False
1860,False,True,False,True,False
1861,False,False,False,False,False
1862,False,True,True,True,False
1863,False,False,True,False,False
1864,False,False,True,False,False
1865,False,False,False,False,False
1866,False,False,False,False,False
1867,False,True,False,True,False
1868,False,False,False,False,False
1869,False,False,False,False,False
1870,False,True,True,True,False
1871,False,False,False,False,False
1872,False,False,True,False,False
1873,False,False,True,False,False
1874,False,False,True,False,False
1875,False,False,False,False,False
1876,False,True,True,True,False
1877,False,True,True,True,False
1878,False,False,False,False,False
1879,False,True,False,True,False
1880,False,False,True,False,False
1881,False,False,False,False,False
1882,False,True,False,True,False
1883,False,False,False,False,False
1884,False,True,False,True,False
1885,False,True,False,True,False
1886,False,False,True,True,False
1887,False,False,False,False,False
1888,False,False,False,False,False
1889,False,True,False,True,False
1890,False,True,False,True,False
1891,False,False,True,False,False
1892,False,False,False,False,False
1893,False,False,False,False,False
1894,False,False,False,False,False
1895,False,False,True,True,False
1896,False,False,False,False,False
1897,False,False,True,False,False
1898,False,False,False,False,False
1899,False,False,False,False,False
1900,False,False,False,False,False
1901,False,False,False,False,False
1902,False,False,False,False,False
1903,False,False,False,False,False
1904,False,False,False,False,False
1905,False,False,False,False,False
1906,False,False,False,False,False
1907,False,False,True,False,False
1908,False,False,False,False,False
1909,False,False,False,False,False
1910,False,True,False,True,False
1911,False,True,False,True,False
1912,False,True,False,True,False
1913,False,False,False,False,False
1914,False,True,True,True,False
1915,False,False,True,False,False
1916,False,True,False,True,False
1917,False,True,False,True,False
1918,False,False,False,False,False
1919,False,False,False,False,False
1920,False,False,False,False,False
1921,False,False,False,False,False
1922,False,False,False,False,False
1923,False,True,False,False,False
1924,False,False,False,False,False
1925,False,False,False,False,False
1926,False,False,False,False,False
1927,False,False,False,False,False
1928,False,False,False,False,False
1929,False,False,False,False,False
1930,False,True,False,True,False
1931,False,False,False,False,False
1932,False,False,False,False,False
1933,False,False,False,False,False
1934,False,True,True,True,False
1935,False,False,False,False,False
1936,False,False,True,False,False
1937,False,False,False,False,False
1938,False,False,False,False,False
1939,False,False,False,False,False
1940,False,False,False,False,False
1941,False,False,False,False,False
1942,False,False,False,False,False
1943,False,False,False,False,False
1944,False,False,False,False,False
1945,False,False,False,False,False
1946,False,False,False,True,False
1947,False,False,False,False,False
1948,False,False,False,False,False
1949,False,False,False,False,False
1950,False,False,False,False,False
1951,False,False,False,False,False
1952,False,False,False,False,False
1953,False,False,False,False,False
1954,False,False,False,False,False
1955,False,False,False,False,False
1956,False,False,False,False,False
1957,False,False,False,False,False
1958,False,False,False,False,False
1959,False,False,False,False,False
1960,False,False,False,False,False
1961,False,False,False,False,False
1962,False,True,True,True,False
1963,False,False,True,False,False
1964,False,True,False,False,False
1965,False,True,False,False,False
1966,False,False,False,False,False
1967,False,True,True,True,False
1968,False,True,False,True,False
1969,False,False,False,False,False
1970,False,False,True,False,False
1971,False,False,False,False,False
1972,False,False,False,False,False
1973,False,False,True,False,False
1974,False,False,False,False,False
1975,False,True,False,False,False
1976,False,False,False,False,False
1977,False,False,False,False,False
1978,False,False,False,False,False
1979,False,False,True,False,False
1980,False,False,False,False,False
1981,False,False,False,True,False
1982,False,False,False,False,False
1983,False,False,False,False,False
1984,False,False,False,False,False
1985,False,True,False,True,False
1986,False,True,True,True,False
1987,False,False,False,False,False
1988,False,False,False,False,False
1989,False,False,False,False,False
1990,False,False,True,False,False
1991,False,True,False,True,False
1992,False,False,False,False,False
1993,False,True,False,True,False
1994,False,False,False,False,False
1995,False,False,False,False,False
1996,False,False,True,True,False
1997,False,False,False,False,False
1998,False,True,True,True,False
1999,False,False,False,False,False
2000,False,True,True,True,False
2001,False,True,True,True,False
2002,False,False,False,False,False
2003,False,False,False,False,False
2004,False,False,True,False,False
2005,False,False,False,False,False
2006,False,False,False,False,False
2007,False,False,False,False,False
2008,False,True,False,True,False
2009,False,True,False,False,False
2010,False,True,True,True,False
2011,False,False,False,False,False
2012,False,True,False,True,False
2013,False,False,False,False,False
2014,False,False,False,False,False
2015,False,False,False,False,False
2016,False,False,False,False,False
2017,False,False,False,False,False
2018,False,False,False,False,False
2019,False,False,False,False,False
2020,False,False,False,False,False
2021,False,False,False,False,False
2022,False,False,False,False,False
2023,False,False,False,False,False
2024,False,True,True,True,False
2025,False,False,False,False,False
2026,False,True,False,True,False
2027,False,False,False,False,False
2028,False,True,False,True,False
2029,False,False,False,False,False
2030,False,False,False,False,False
2031,False,False,True,False,False
2032,False,True,False,False,False
2033,False,True,False,True,False
2034,False,False,True,False,False
2035,False,False,False,False,False
2036,False,False,False,False,False
2037,False,False,False,False,False
2038,False,True,False,True,False
2039,False,False,False,False,False
2040,False,False,False,False,False
2041,False,False,False,False,False
2042,False,False,True,False,False
2043,False,False,False,False,False
2044,False,False,False,False,False
2045,False,False,False,False,False
2046,False,False,False,False,False
2047,False,False,False,False,False
2048,False,False,False,False,False
2049,False,False,False,False,False
2050,False,False,False,False,False
2051,False,False,False,False,False
2052,False,False,False,False,False
2053,False,False,False,False,False
2054,False,False,False,False,False
2055,False,True,False,True,False
2056,False,True,False,True,False
2057,False,False,False,False,False
2058,False,True,True,True,False
2059,False,False,False,False,False
2060,False,False,False,False,False
2061,False,True,False,True,False
2062,False,False,False,False,False
2063,False,False,False,False,False
2064,False,False,False,False,False
2065,False,False,False,False,False
2066,False,False,False,False,False
2067,False,False,False,False,False
2068,False,False,False,False,False
2069,False,False,False,False,False
2070,False,False,False,False,False
2071,False,True,False,False,False
2072,False,False,False,False,False
2073,False,False,False,False,False
2074,False,False,False,False,False
2075,False,False,True,False,False
2076,False,True,True,True,False
2077,False,True,False,True,False
2078,False,False,False,False,False
2079,False,False,False,False,False
2080,False,False,False,False,False
2081,False,True,True,True,False
2082,False,False,False,False,False
2083,False,True,False,True,False
2084,False,False,False,False,False
2085,False,True,False,True,False
2086,False,False,False,False,False
2087,False,False,False,False,False
2088,False,False,False,False,False
2089,False,False,False,False,False
2090,False,False,False,False,False
2091,False,True,False,True,False
2092,False,False,False,False,False
2093,False,True,False,True,False
2094,False,True,True,True,False
2095,False,True,False,True,False
2096,False,False,False,False,False
2097,False,False,False,False,False
2098,False,False,False,False,False
2099,False,False,False,False,False
2100,False,False,False,False,False
2101,False,False,False,False,False
2102,False,False,False,False,False
2103,False,False,False,False,False
2104,False,False,False,False,False
2105,False,False,False,False,False
2106,False,False,False,False,False
2107,False,False,False,False,False
2108,False,False,False,False,False
2109,False,False,False,False,False
2110,False,False,False,False,False
2111,False,True,True,True,False
2112,False,False,False,False,False
2113,False,False,False,False,False
2114,False,False,False,False,False
2115,False,True,False,True,False
2116,False,False,False,False,False
2117,False,False,False,False,False
2118,False,False,False,False,False
2119,False,False,False,False,False
2120,False,True,True,True,False
2121,False,True,False,False,False
2122,False,False,False,False,False
2123,False,False,False,False,False
2124,False,False,False,False,False
2125,False,False,False,False,False
2126,False,False,False,False,False
2127,False,False,True,False,False
2128,False,False,True,False,False
2129,False,False,False,False,False
2130,False,False,False,False,False
2131,False,False,False,False,False
2132,False,False,False,False,False
2133,False,False,False,False,False
2134,False,True,True,True,False
2135,False,True,True,True,False
2136,False,True,False,True,False
2137,False,False,False,False,False
2138,False,False,False,False,False
2139,False,False,True,False,False
2140,False,False,True,False,False
2141,False,False,False,False,False
2142,False,False,False,False,False
2143,False,False,False,True,False
2144,False,True,False,False,False
2145,False,False,False,False,False
2146,False,True,False,False,False
2147,False,False,False,False,False
2148,False,True,True,True,False
2149,False,True,False,True,False
2150,False,False,False,False,False
2151,False,False,False,False,False
2152,False,False,False,False,False
2153,False,False,False,False,False
2154,False,False,False,False,False
2155,False,False,False,False,False
2156,False,False,False,False,False
2157,False,False,False,False,False
2158,False,False,False,False,False
2159,False,False,False,False,False
2160,False,False,False,False,False
2161,False,False,False,False,False
2162,False,False,False,False,False
2163,False,False,False,False,False
2164,False,False,False,False,False
2165,False,False,False,False,False
2166,False,False,False,False,False
2167,False,False,False,False,False
2168,False,False,False,False,False
2169,False,False,False,False,False
2170,False,False,False,False,False
2171,False,False,False,False,False
2172,False,False,False,False,False
2173,False,True,False,True,False
2174,False,True,False,True,False
2175,False,False,False,False,False
2176,False,True,False,False,False
2177,False,False,False,False,False
2178,False,False,False,False,False
2179,False,False,False,False,False
2180,False,False,False,False,False
2181,False,False,False,False,False
2182,False,False,False,False,False
2183,False,False,False,False,False
2184,False,False,False,False,False
2185,False,False,False,False,False
2186,False,True,False,True,False
2187,False,True,False,True,False
2188,False,True,True,True,False
2189,False,False,False,False,False
2190,False,False,False,False,False
2191,False,False,False,False,False
2192,False,True,True,True,False
2193,False,False,False,False,False
2194,False,False,False,False,False
2195,False,False,False,False,False
2196,False,False,False,False,False
2197,False,False,False,False,False
2198,False,True,False,True,False
2199,False,False,False,False,False
2200,False,False,False,False,False
2201,False,False,False,False,False
2202,False,False,False,False,False
2203,False,False,False,False,False
2204,False,False,False,False,False
2205,False,False,False,False,False
2206,False,False,True,False,False
2207,False,False,False,False,False
2208,False,False,False,False,False
2209,False,False,False,False,False
2210,False,False,False,False,False
2211,False,False,False,False,False
2212,False,True,False,False,False
2213,False,False,False,False,False
2214,False,False,False,False,False
2215,False,False,False,False,False
2216,False,False,False,False,False
2217,False,True,False,True,False
2218,False,False,False,False,False
2219,False,False,False,False,False
2220,False,False,False,False,False
2221,False,True,True,True,False
2222,False,False,False,False,False
2223,False,False,False,False,False
2224,False,False,False,False,False
2225,False,True,True,True,False
2226,False,False,False,False,False
2227,False,True,False,True,False
2228,False,False,False,False,False
2229,False,False,False,False,False
2230,False,False,False,False,False
2231,False,False,False,False,False
2232,False,False,False,False,False
2233,False,False,False,False,False
2234,False,False,False,False,False
2235,False,False,True,False,False
2236,False,False,True,False,False
2237,False,False,False,False,False
2238,False,False,True,False,False
2239,False,True,False,True,False
2240,False,False,False,False,False
2241,False,False,False,False,False
2242,False,False,False,False,False
2243,False,False,False,False,False
2244,False,True,True,True,False
2245,False,True,False,False,False
2246,False,False,False,False,False
2247,False,False,False,False,False
2248,False,False,True,False,False
2249,False,False,False,False,False
2250,False,True,False,True,False
2251,False,False,True,False,False
2252,False,False,False,False,False
2253,False,False,True,True,False
2254,False,False,False,False,False
2255,False,False,False,False,False
2256,False,False,False,False,False
2257,False,False,False,False,False
2258,False,False,False,False,False
2259,False,True,True,True,False
2260,False,False,False,False,False
2261,False,False,True,False,False
2262,False,True,True,True,False
2263,False,False,False,False,False
2264,False,False,False,False,False
2265,False,False,False,False,False
2266,False,False,False,False,False
2267,False,False,False,False,False
2268,False,False,False,False,False
2269,False,False,False,False,False
2270,False,True,False,True,False
2271,False,True,False,True,False
2272,False,True,False,True,False
2273,False,False,False,False,False
2274,False,True,False,False,False
2275,False,False,True,False,False
2276,False,False,True,False,False
2277,False,False,False,False,False
2278,False,False,True,False,False
2279,False,True,False,False,False
2280,False,False,False,False,False
2281,False,False,False,False,False
2282,False,False,False,False,False
2283,False,True,True,True,False
2284,False,False,False,False,False
2285,False,False,False,False,False
2286,False,False,False,False,False
2287,False,True,False,True,False
2288,False,True,False,True,False
2289,False,False,False,False,False
2290,False,False,False,False,False
2291,False,True,False,False,False
2292,False,False,False,False,False
2293,False,False,False,False,False
2294,False,False,False,False,False
2295,False,False,False,False,False
2296,False,False,False,False,False
2297,False,False,False,False,False
2298,False,True,False,True,False
2299,False,False,False,False,False
2300,False,False,False,False,False
2301,False,False,False,False,False
2302,False,True,False,True,False
2303,False,True,False,True,False
2304,False,False,False,False,False
2305,False,False,False,False,False
2306,False,False,False,False,False
2307,False,False,False,False,False
2308,False,False,False,False,False
2309,False,False,False,False,False
2310,False,False,False,False,False
2311,False,True,True,True,False
2312,False,False,False,False,False
2313,False,False,False,False,False
2314,False,False,False,False,False
2315,False,False,False,False,False
2316,False,False,False,False,False
2317,False,False,False,False,False
2318,False,False,False,False,False
2319,False,True,False,True,False
2320,False,False,False,False,False
2321,False,False,False,False,False
2322,False,False,False,False,False
2323,False,False,False,False,False
2324,False,False,False,False,False
2325,False,False,False,False,False
2326,False,False,False,False,False
2327,False,False,False,False,False
2328,False,False,False,False,False
2329,False,False,False,False,False
2330,False,False,False,False,False
2331,False,False,False,False,False
2332,False,False,False,False,False
2333,False,False,False,False,False
2334,False,False,False,False,False
2335,False,False,False,False,False
2336,False,False,False,False,False
2337,False,False,False,False,False
2338,False,False,False,False,False
2339,False,False,False,False,False
2340,False,False,False,False,False
2341,False,False,False,False,False
2342,False,True,False,False,False
2343,False,False,False,False,False
2344,False,False,False,False,False
2345,False,False,False,False,False
2346,False,False,False,False,False
2347,False,False,False,False,False
2348,False,False,False,False,False
2349,False,False,False,False,False
2350,False,False,False,False,False
2351,False,False,False,False,False
2352,False,False,False,False,False
2353,False,False,False,False,False
2354,False,False,False,False,False
2355,False,False,False,False,False
2356,False,False,False,False,False
2357,False,False,False,False,False
2358,False,False,False,False,False
2359,False,False,False,False,False
2360,False,False,False,False,False
2361,False,False,False,False,False
2362,False,False,False,False,False
2363,False,True,False,True,False
2364,False,False,False,False,False
2365,False,False,False,False,False
2366,False,False,False,False,False
2367,False,False,False,False,False
2368,False,False,False,False,False
2369,False,False,False,False,False
2370,False,False,False,False,False
2371,False,False,False,False,False
2372,False,False,False,False,False
2373,False,False,False,False,False
2374,False,False,False,False,False
2375,False,False,False,False,False
2376,False,False,False,False,False
2377,False,False,False,False,False
2378,False,True,False,False,False
2379,False,True,True,True,False
2380,False,False,False,False,False
2381,False,False,False,False,False
2382,False,False,True,False,False
2383,False,False,False,False,False
2384,False,False,False,False,False
2385,False,True,False,False,False
2386,False,False,False,False,False
2387,False,False,False,False,False
2388,False,False,False,False,False
2389,False,False,False,False,False
2390,False,False,False,False,False
2391,False,False,False,False,False
2392,False,False,False,False,False
2393,False,True,False,True,False
2394,False,False,False,False,False
2395,False,True,False,True,False
2396,False,False,False,False,False
2397,False,False,False,False,False
2398,False,False,False,False,False
2399,False,False,False,False,False
2400,False,False,False,False,False
2401,False,False,False,False,False
2402,False,True,False,True,False
2403,False,True,False,True,False
2404,False,False,False,False,False
2405,False,False,False,False,False
2406,False,False,False,False,False
2407,False,False,False,False,False
2408,False,False,False,False,False
2409,False,False,False,False,False
2410,False,False,False,False,False
2411,False,False,False,False,False
2412,False,False,False,False,False
2413,False,False,True,False,False
2414,False,False,False,False,False
2415,False,False,False,False,False
2416,False,False,False,False,False
2417,False,False,False,False,False
2418,False,False,False,False,False
2419,False,False,False,False,False
2420,False,False,False,False,False
2421,False,False,False,False,False
2422,False,False,False,False,False
2423,False,False,False,False,False
2424,False,False,False,False,False
2425,False,True,False,True,False
2426,False,False,False,False,False
2427,False,False,True,False,False
2428,False,False,False,False,False
2429,False,False,False,False,False
2430,False,False,False,False,False
2431,False,False,False,False,False
2432,False,False,False,False,False
2433,False,False,False,False,False
2434,False,False,False,False,False
2435,False,False,False,False,False
2436,False,False,False,False,False
2437,False,False,False,False,False
2438,False,False,False,False,False
2439,False,False,False,False,False
2440,False,True,False,True,False
2441,False,False,False,False,False
2442,False,False,False,False,False
2443,False,False,False,False,False
2444,False,False,False,False,False
2445,False,False,False,False,False
2446,False,False,False,False,False
2447,False,False,False,False,False
2448,False,False,False,False,False
2449,False,False,False,False,False
2450,False,False,False,False,False
2451,False,False,False,False,False
2452,False,False,False,False,False
2453,False,False,False,False,False
2454,False,False,False,False,False
2455,False,False,False,False,False
2456,False,False,False,False,False
2457,False,False,False,False,False
2458,False,False,False,False,False
2459,False,False,False,False,False
2460,False,False,False,False,False
2461,False,True,False,False,False
2462,False,False,False,False,False
2463,False,False,False,False,False
2464,False,False,False,False,False
2465,False,False,False,False,False
2466,False,False,False,False,False
2467,False,True,False,False,False
2468,False,False,False,False,False
2469,False,False,False,False,False
2470,False,False,False,False,False
2471,False,False,False,False,False
2472,False,False,False,False,False
2473,False,False,True,False,False
2474,False,False,False,False,False
2475,False,False,False,False,False
2476,False,False,False,False,False
2477,False,False,False,False,False
2478,False,False,False,False,False
2479,False,False,False,True,False
2480,False,False,False,False,False
2481,False,True,True,True,False
2482,False,False,False,False,False
2483,False,False,False,False,False
2484,False,False,False,False,False
2485,False,False,False,False,False
2486,False,False,False,False,False
2487,False,True,False,True,False
2488,False,False,False,False,False
2489,False,True,False,True,False
2490,False,False,False,False,False
2491,False,False,False,False,False
2492,False,False,False,False,False
2493,False,False,False,False,False
2494,False,False,False,True,False
2495,False,False,False,False,False
2496,False,False,False,False,False
2497,False,False,False,False,False
2498,False,False,False,False,False
2499,False,False,False,False,False
2500,False,False,False,False,False
2501,False,False,False,False,False
2502,False,True,False,True,False
2503,False,False,False,False,False
2504,False,True,False,True,False
2505,False,False,False,False,False
2506,False,False,False,False,False
2507,False,False,False,False,False
2508,False,True,False,True,False
2509,False,True,True,True,False
2510,False,False,False,False,False
2511,False,True,True,True,False
2512,False,False,False,False,False
2513,False,False,False,False,False
2514,False,False,False,False,False
2515,False,False,True,False,False
2516,False,False,True,False,False
2517,False,False,False,False,False
2518,False,True,True,True,False
2519,False,False,True,False,False
2520,False,False,True,True,False
2521,False,True,False,True,False
2522,False,False,True,False,False
2523,False,False,False,False,False
2524,False,False,False,False,False
2525,False,False,False,False,False
2526,False,False,False,False,False
2527,False,False,False,False,False
2528,False,False,False,False,False
2529,False,True,False,True,False
2530,False,False,False,False,False
2531,False,False,False,False,False
2532,False,True,True,True,False
2533,False,False,False,False,False
2534,False,False,False,False,False
2535,False,False,False,False,False
2536,False,False,True,False,False
2537,False,True,False,True,False
2538,False,False,False,False,False
2539,False,False,False,False,False
2540,False,True,False,True,False
2541,False,False,False,True,False
2542,False,False,False,False,False
2543,False,False,False,False,False
2544,False,False,False,False,False
2545,False,False,False,False,False
2546,False,False,False,False,False
2547,False,True,False,True,False
2548,False,True,True,True,False
2549,False,False,False,False,False
2550,False,False,False,False,False
2551,False,True,False,False,False
2552,False,False,False,False,False
2553,False,True,False,True,False
2554,False,True,True,True,False
2555,False,False,False,False,False
2556,False,False,False,False,False
2557,False,False,False,False,False
2558,False,True,False,True,False
2559,False,False,False,False,False
2560,False,False,True,False,False
2561,False,False,True,False,False
2562,False,True,False,True,False
2563,False,True,True,False,False
2564,False,True,True,True,False
2565,False,False,False,False,False
2566,False,True,True,True,False
2567,False,False,False,False,False
2568,False,False,False,False,False
2569,False,False,False,False,False
2570,False,False,False,False,False
2571,False,False,False,False,False
2572,False,False,False,False,False
2573,False,True,False,True,False
2574,False,False,False,False,False
2575,False,False,False,False,False
2576,False,False,False,False,False
2577,False,True,True,True,False
2578,False,False,True,False,False
2579,False,False,False,False,False
2580,False,False,False,False,False
2581,False,True,False,False,False
2582,False,False,False,False,False
2583,False,False,False,False,False
2584,False,False,False,False,False
2585,False,False,True,False,False
2586,False,False,False,False,False
2587,False,False,False,False,False
2588,False,True,False,True,False
